"word","freq"
"I  small discal tubercles","I  small discal tubercles","  1"
"I  sublateral","I  sublateral","  1"
"I  sublateral spots","I  sublateral spots","  1"
"I  sublateral spots oval","I  sublateral spots oval","  1"
"I  submedian","I  submedian","  2"
"I  submedian carinae","I  submedian carinae","  1"
"I  submedian carinae extending","I  submedian carinae extending","  1"
"I  submedian spots","I  submedian spots","  1"
"I  submedian spots as","I  submedian spots as","  1"
"I  Triatoma","I  Triatoma","  1"
"I  Triatoma Eutriatoma","I  Triatoma Eutriatoma","  1"
"I  Triatoma Eutriatoma oiveirai","I  Triatoma Eutriatoma oiveirai","  1"
"I  Usinger","I  Usinger","  1"
"I  Usinger ","I  Usinger ","  1"
"I  Usinger  p","I  Usinger  p","  1"
"I  yellowish","I  yellowish","  1"
"I  yellowish lateral","I  yellowish lateral","  1"
"I  yellowish lateral spots","I  yellowish lateral spots","  1"
"I and","I and","  1"
"I and II","I and II","  1"
"I and II dark","I and II dark","  1"
"I and II dark brown","I and II dark brown","  1"
"I at","I at","  1"
"I at level","I at level","  1"
"I at level of","I at level of","  1"
"I at level of center","I at level of center","  1"
"I b","I b","  1"
"I b p","I b p","  1"
"I b p ","I b p ","  1"
"I b p  Lent","I b p  Lent","  1"
"I Conorhinus","I Conorhinus","  2"
"I Conorhinus diminutus","I Conorhinus diminutus","  1"
"I Conorhinus diminutus Walker","I Conorhinus diminutus Walker","  1"
"I Conorhinus diminutus Walker b","I Conorhinus diminutus Walker b","  1"
"I Conorhinus lenticularius","I Conorhinus lenticularius","  1"
"I Conorhinus lenticularius Stal","I Conorhinus lenticularius Stal","  1"
"I Conorhinus lenticularius Stal ","I Conorhinus lenticularius Stal ","  1"
"I dark","I dark","  1"
"I dark sublateral","I dark sublateral","  1"
"I dark sublateral stripes","I dark sublateral stripes","  1"
"I dark sublateral stripes Pronotum","I dark sublateral stripes Pronotum","  1"
"I discal","I discal","  1"
"I discal but","I discal but","  1"
"I discal but without","I discal but without","  1"
"I discal but without lateral","I discal but without lateral","  1"
"I distinct","I distinct","  1"
"I distinct yellowish","I distinct yellowish","  1"
"I distinct yellowish spots","I distinct yellowish spots","  1"
"I distinct yellowish spots laterally","I distinct yellowish spots laterally","  1"
"I Eratyrus","I Eratyrus","  1"
"I Eratyrus cuspidatus","I Eratyrus cuspidatus","  1"
"I Eratyrus cuspidatus Stal","I Eratyrus cuspidatus Stal","  1"
"I Eratyrus cuspidatus Stal ","I Eratyrus cuspidatus Stal ","  1"
"I Female","I Female","  1"
"I Female Length","I Female Length","  1"
"I Female Length ","I Female Length ","  1"
"I Female Length  ","I Female Length  ","  1"
"I fig","I fig","  7"
"I fig ","I fig ","  1"
"I fig  Length","I fig  Length","  1"
"I fig  Length of","I fig  Length of","  1"
"I fig A","I fig A","  1"
"I fig A Triatoma","I fig A Triatoma","  1"
"I fig A Triatoma megista","I fig A Triatoma megista","  1"
"I fig BTriatoma","I fig BTriatoma","  1"
"I fig BTriatoma chagasi","I fig BTriatoma chagasi","  1"
"I fig BTriatoma chagasi var","I fig BTriatoma chagasi var","  1"
"I fig CTriatoma","I fig CTriatoma","  1"
"I fig CTriatoma chagasi","I fig CTriatoma chagasi","  1"
"I fig CTriatoma chagasi var","I fig CTriatoma chagasi var","  1"
"I fig G","I fig G","  1"
"I fig G pl","I fig G pl","  1"
"I fig G pl ","I fig G pl ","  1"
"I fig J","I fig J","  1"
"I fig J pl","I fig J pl","  1"
"I fig J pl ","I fig J pl ","  1"
"I fig Usinger","I fig Usinger","  1"
"I fig Usinger ","I fig Usinger ","  1"
"I fig Usinger  p","I fig Usinger  p","  1"
"I figs","I figs","  1"
"I figs ","I figs ","  1"
"I figs  Mazza","I figs  Mazza","  1"
"I figs  Mazza and","I figs  Mazza and","  1"
"I Galviio","I Galviio","  1"
"I Galviio Souza","I Galviio Souza","  1"
"I Galviio Souza and","I Galviio Souza and","  1"
"I Galviio Souza and Lima","I Galviio Souza and Lima","  1"
"I Herrer","I Herrer","  1"
"I Herrer Lent","I Herrer Lent","  1"
"I Herrer Lent and","I Herrer Lent and","  1"
"I Herrer Lent and Wygodzinsky","I Herrer Lent and Wygodzinsky","  1"
"I I","I I"," 21"
"I I ","I I ","  1"
"I I  ","I I  ","  1"
"I I   l","I I   l","  1"
"I I dark","I I dark","  1"
"I I dark sublateral","I I dark sublateral","  1"
"I I dark sublateral stripes","I I dark sublateral stripes","  1"
"I I distinct","I I distinct","  1"
"I I distinct yellowish","I I distinct yellowish","  1"
"I I distinct yellowish spots","I I distinct yellowish spots","  1"
"I I in","I I in","  1"
"I I in areas","I I in areas","  1"
"I I in areas between","I I in areas between","  1"
"I I large","I I large","  1"
"I I large lateral","I I large lateral","  1"
"I I large lateral markings","I I large lateral markings","  1"
"I I lateral","I I lateral","  3"
"I I lateral reddish","I I lateral reddish","  1"
"I I lateral reddish spots","I I lateral reddish spots","  1"
"I I lateral spots","I I lateral spots","  1"
"I I lateral spots reddish","I I lateral spots reddish","  1"
"I I lateral yellow","I I lateral yellow","  1"
"I I lateral yellow spots","I I lateral yellow spots","  1"
"I I light","I I light","  1"
"I I light yellowish","I I light yellowish","  1"
"I I light yellowish brown","I I light yellowish brown","  1"
"I I low","I I low","  2"
"I I low but","I I low but","  1"
"I I low but distinct","I I low but distinct","  1"
"I I low discal","I I low discal","  1"
"I I low discal and","I I low discal and","  1"
"I I more","I I more","  1"
"I I more conspicuous","I I more conspicuous","  1"
"I I more conspicuous lateral","I I more conspicuous lateral","  1"
"I I obsolescent","I I obsolescent","  1"
"I I obsolescent posterosublateral","I I obsolescent posterosublateral","  1"
"I I obsolescent posterosublateral tubercles","I I obsolescent posterosublateral tubercles","  1"
"I I orangered","I I orangered","  2"
"I I orangered markings","I I orangered markings","  1"
"I I orangered markings Pronotum","I I orangered markings Pronotum","  1"
"I I orangered spots","I I orangered spots","  1"
"I I orangered spots Pronotum","I I orangered spots Pronotum","  1"
"I I pointed","I I pointed","  1"
"I I pointed vertical","I I pointed vertical","  1"
"I I pointed vertical discal","I I pointed vertical discal","  1"
"I I reddish","I I reddish","  1"
"I I reddish spots","I I reddish spots","  1"
"I I reddish spots Pronotum","I I reddish spots Pronotum","  1"
"I I shorter","I I shorter","  1"
"I I shorter submedian","I I shorter submedian","  1"
"I I shorter submedian markings","I I shorter submedian markings","  1"
"I I small","I I small","  1"
"I I small reddish","I I small reddish","  1"
"I I small reddish marks","I I small reddish marks","  1"
"I I subapical","I I subapical","  1"
"I I subapical pointed","I I subapical pointed","  1"
"I I subapical pointed denticles","I I subapical pointed denticles","  1"
"I I weak","I I weak","  1"
"I I weak discal","I I weak discal","  1"
"I I weak discal elevations","I I weak discal elevations","  1"
"I in","I in","  1"
"I in areas","I in areas","  1"
"I in areas between","I in areas between","  1"
"I in areas between submedian","I in areas between submedian","  1"
"I J","I J","  1"
"I J Triatoma","I J Triatoma","  1"
"I J Triatoma protracta","I J Triatoma protracta","  1"
"I J Triatoma protracta nahuatlae","I J Triatoma protracta nahuatlae","  1"
"I l","I l","  9"
"I l discal","I l discal","  1"
"I l discal and","I l discal and","  1"
"I l discal and I","I l discal and I","  1"
"I l in","I l in","  2"
"I l in area","I l in area","  1"
"I l in area between","I l in area between","  1"
"I l in space","I l in space","  1"
"I l in space between","I l in space between","  1"
"I l large","I l large","  1"
"I l large humeral","I l large humeral","  1"
"I l large humeral spots","I l large humeral spots","  1"
"I l reddish","I l reddish","  1"
"I l reddish markings","I l reddish markings","  1"
"I l reddish markings Thorax","I l reddish markings Thorax","  1"
"I l small","I l small","  1"
"I l small markings","I l small markings","  1"
"I l small markings at","I l small markings at","  1"
"I l smaller","I l smaller","  1"
"I l smaller lateral","I l smaller lateral","  1"
"I l smaller lateral tubercles","I l smaller lateral tubercles","  1"
"I l subapical","I l subapical","  1"
"I l subapical denticles","I l subapical denticles","  1"
"I l subapical denticles Fore","I l subapical denticles Fore","  1"
"I l yellowish","I l yellowish","  1"
"I l yellowish brown","I l yellowish brown","  1"
"I l yellowish brown oval","I l yellowish brown oval","  1"
"I large","I large","  1"
"I large lateral","I large lateral","  1"
"I large lateral markings","I large lateral markings","  1"
"I large lateral markings including","I large lateral markings including","  1"
"I lateral","I lateral","  3"
"I lateral reddish","I lateral reddish","  1"
"I lateral reddish spots","I lateral reddish spots","  1"
"I lateral reddish spots Pronotum","I lateral reddish spots Pronotum","  1"
"I lateral spots","I lateral spots","  1"
"I lateral spots reddish","I lateral spots reddish","  1"
"I lateral spots reddish Pronotum","I lateral spots reddish Pronotum","  1"
"I lateral yellow","I lateral yellow","  1"
"I lateral yellow spots","I lateral yellow spots","  1"
"I lateral yellow spots Pronotum","I lateral yellow spots Pronotum","  1"
"I Length","I Length","  2"
"I Length of","I Length of","  2"
"I Length of male","I Length of male","  2"
"I Length of male ","I Length of male ","  2"
"I light","I light","  1"
"I light yellowish","I light yellowish","  1"
"I light yellowish brown","I light yellowish brown","  1"
"I light yellowish brown carinae","I light yellowish brown carinae","  1"
"I longitudinal","I longitudinal","  1"
"I longitudinal black","I longitudinal black","  1"
"I longitudinal black stripes","I longitudinal black stripes","  1"
"I longitudinal black stripes on","I longitudinal black stripes on","  1"
"I low","I low","  2"
"I low but","I low but","  1"
"I low but distinct","I low but distinct","  1"
"I low but distinct discal","I low but distinct discal","  1"
"I low discal","I low discal","  1"
"I low discal and","I low discal and","  1"
"I low discal and I","I low discal and I","  1"
"I M","I M","  2"
"I M AE","I M AE","  1"
"I M AE C","I M AE C","  1"
"I M AE C II","I M AE C II","  1"
"I M stout","I M stout","  1"
"I M stout fore","I M stout fore","  1"
"I M stout fore femora","I M stout fore femora","  1"
"I Male","I Male","  1"
"I Male Length","I Male Length","  1"
"I Male Length ","I Male Length ","  1"
"I Male Length  ","I Male Length  ","  1"
"I Marinkelle","I Marinkelle","  1"
"I Marinkelle ","I Marinkelle ","  1"
"I Marinkelle  p","I Marinkelle  p","  1"
"I Marinkelle  p ","I Marinkelle  p ","  1"
"I Martinez","I Martinez","  1"
"I Martinez and","I Martinez and","  1"
"I Martinez and Cichero","I Martinez and Cichero","  1"
"I Martinez and Cichero ","I Martinez and Cichero ","  1"
"I mediad","I mediad","  1"
"I mediad directed","I mediad directed","  1"
"I mediad directed lightcolored","I mediad directed lightcolored","  1"
"I mediad directed lightcolored projections","I mediad directed lightcolored projections","  1"
"I more","I more","  1"
"I more conspicuous","I more conspicuous","  1"
"I more conspicuous lateral","I more conspicuous lateral","  1"
"I more conspicuous lateral tubercles","I more conspicuous lateral tubercles","  1"
"I N","I N","  1"
"I N P","I N P","  1"
"I N P X","I N P X","  1"
"I N P X ratio","I N P X ratio","  1"
"I nee","I nee","  1"
"I nee Stal","I nee Stal","  1"
"I nee Stal Triatoma","I nee Stal Triatoma","  1"
"I nee Stal Triatoma dispar","I nee Stal Triatoma dispar","  1"
"I new","I new","  1"
"I new synonymy","I new synonymy","  1"
"I new synonymy Triatoma","I new synonymy Triatoma","  1"
"I new synonymy Triatoma ninioi","I new synonymy Triatoma ninioi","  1"
"I obsolescent","I obsolescent","  2"
"I obsolescent discal","I obsolescent discal","  1"
"I obsolescent discal but","I obsolescent discal but","  1"
"I obsolescent discal but without","I obsolescent discal but without","  1"
"I obsolescent posterosublateral","I obsolescent posterosublateral","  1"
"I obsolescent posterosublateral tubercles","I obsolescent posterosublateral tubercles","  1"
"I obsolescent posterosublateral tubercles Posterior","I obsolescent posterosublateral tubercles Posterior","  1"
"I on","I on","  2"
"I on humeral","I on humeral","  1"
"I on humeral angles","I on humeral angles","  1"
"I on humeral angles and","I on humeral angles and","  1"
"I on lateral","I on lateral","  1"
"I on lateral portion","I on lateral portion","  1"
"I on lateral portion of","I on lateral portion of","  1"
"I orangered","I orangered","  2"
"I orangered markings","I orangered markings","  1"
"I orangered markings Pronotum","I orangered markings Pronotum","  1"
"I orangered markings Pronotum uniformly","I orangered markings Pronotum uniformly","  1"
"I orangered spots","I orangered spots","  1"
"I orangered spots Pronotum","I orangered spots Pronotum","  1"
"I orangered spots Pronotum black","I orangered spots Pronotum black","  1"
"I part","I part","  2"
"I part ","I part ","  2"
"I part  part","I part  part","  2"
"I part  part ","I part  part ","  1"
"I part  part Mestor","I part  part Mestor","  1"
"I Pinto","I Pinto","  1"
"I Pinto ","I Pinto ","  1"
"I Pinto  p","I Pinto  p","  1"
"I Pinto  p ","I Pinto  p ","  1"
"I pl","I pl","  2"
"I pl ","I pl ","  1"
"I pl  pl","I pl  pl","  1"
"I pl  pl ","I pl  pl ","  1"
"I pl Abalos","I pl Abalos","  1"
"I pl Abalos and","I pl Abalos and","  1"
"I pl Abalos and Wygodzinsky","I pl Abalos and Wygodzinsky","  1"
"I pointed","I pointed","  1"
"I pointed vertical","I pointed vertical","  1"
"I pointed vertical discal","I pointed vertical discal","  1"
"I pointed vertical discal and","I pointed vertical discal and","  1"
"I reddish","I reddish","  1"
"I reddish spots","I reddish spots","  1"
"I reddish spots Pronotum","I reddish spots Pronotum","  1"
"I reddish spots Pronotum black","I reddish spots Pronotum black","  1"
"I shorter","I shorter","  1"
"I shorter submedian","I shorter submedian","  1"
"I shorter submedian markings","I shorter submedian markings","  1"
"I shorter submedian markings separated","I shorter submedian markings separated","  1"
"I small","I small","  2"
"I small lateral","I small lateral","  1"
"I small lateral tubercles","I small lateral tubercles","  1"
"I small lateral tubercles the","I small lateral tubercles the","  1"
"I small reddish","I small reddish","  1"
"I small reddish marks","I small reddish marks","  1"
"I small reddish marks between","I small reddish marks between","  1"
"I smaller","I smaller","  1"
"I smaller apically","I smaller apically","  1"
